flags,instruction,category,intent,response
BQ,hi cannot log into my account,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,password reset email not arriving thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,hey there cancel my recent purchase thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,hey there cannot log into my account?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"i need help, i forgot my password thanks",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please locked out of my profile,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,"i need help, double charge on my account",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"hello, i want a refund for order {{Order Number}} please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hey there the card was declined at checkout thanks,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hi i want a refund for order {{Order Number}} please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,hey there when will my refund of {{Refund Amount}} arrive please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,please i want to check the status of order {{Order Number}}?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi i was charged twice for order {{Order Number}} thanks,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"hello, i need to cancel order {{Order Number}} please",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,please i want to call off order {{Order Number}} thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,hey there how do i cancel my order!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"hello, track order {{Order Number}} please",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,please status of my delivery please!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,please cancel the purchase i just made?,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"i need help, i was charged but never received the item thanks",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hey there registration help asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please sign me up for an account?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"i need help, cannot log into my account please",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"i need help, double charge on my account please",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,has my parcel shipped yet?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,requesting reimbursement for my purchase!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hi how do i reset my password!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,please password reset email not arriving please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,please is next day shipping available!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"hello, i want to check the status of order {{Order Number}}?",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,hey there track order {{Order Number}} please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
